Apr 16 18:23:49.681 [INFO] zmap: output module: csv
Starting module. Packet out size: 66
Apr 16 18:23:49.687 [INFO] recv: Data link layer Ethernet
 0:00 0%; send: 0 0 p/s (0 p/s avg); recv: 0 0 p/s (0 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.00%
 0:47 1% (1h10m left); send: 1109393 21.8 Kp/s (23.6 Kp/s avg); recv: 798 0 p/s (16 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.07%
 0:48 1% (1h10m left); send: 1129999 20.6 Kp/s (23.5 Kp/s avg); recv: 798 0 p/s (16 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.07%
 0:49 1% (1h10m left); send: 1151302 21.3 Kp/s (23.5 Kp/s avg); recv: 798 0 p/s (16 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.07%
 0:50 1% (1h10m left); send: 1172637 21.3 Kp/s (23.4 Kp/s avg); recv: 798 0 p/s (15 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.07%
 0:51 1% (1h10m left); send: 1194151 21.5 Kp/s (23.4 Kp/s avg); recv: 798 0 p/s (15 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.07%
 0:52 1% (1h10m left); send: 1214560 20.4 Kp/s (23.3 Kp/s avg); recv: 798 0 p/s (15 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.07%
 0:53 1% (1h10m left); send: 1237432 22.9 Kp/s (23.3 Kp/s avg); recv: 798 0 p/s (15 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.06%
 0:54 1% (1h10m left); send: 1260400 23.0 Kp/s (23.3 Kp/s avg); recv: 798 0 p/s (14 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.06%
 0:55 1% (1h10m left); send: 1282914 22.5 Kp/s (23.3 Kp/s avg); recv: 798 0 p/s (14 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.06%
 0:56 1% (1h10m left); send: 1306062 23.1 Kp/s (23.3 Kp/s avg); recv: 798 0 p/s (14 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.06%
 0:57 1% (1h10m left); send: 1329169 23.1 Kp/s (23.3 Kp/s avg); recv: 798 0 p/s (13 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.06%
 0:58 1% (1h10m left); send: 1352827 23.7 Kp/s (23.3 Kp/s avg); recv: 798 0 p/s (13 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.06%
 0:59 1% (1h10m left); send: 1379045 26.2 Kp/s (23.4 Kp/s avg); recv: 798 0 p/s (13 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.06%
 1:00 1% (1h10m left); send: 1405112 26.1 Kp/s (23.4 Kp/s avg); recv: 798 0 p/s (13 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.06%
 1:01 1% (1h10m left); send: 1431877 26.8 Kp/s (23.5 Kp/s avg); recv: 798 0 p/s (13 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.06%
 1:02 1% (1h10m left); send: 1456927 25.0 Kp/s (23.5 Kp/s avg); recv: 798 0 p/s (12 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 1:03 1% (1h10m left); send: 1480069 23.1 Kp/s (23.5 Kp/s avg); recv: 798 0 p/s (12 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 1:04 2% (1h10m left); send: 1504117 24.0 Kp/s (23.5 Kp/s avg); recv: 798 0 p/s (12 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 1:05 2% (1h09m left); send: 1532110 28.0 Kp/s (23.6 Kp/s avg); recv: 798 0 p/s (12 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 1:06 2% (1h09m left); send: 1558839 26.7 Kp/s (23.6 Kp/s avg); recv: 798 0 p/s (12 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 1:07 2% (1h09m left); send: 1585212 26.4 Kp/s (23.6 Kp/s avg); recv: 798 0 p/s (11 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 1:08 2% (1h09m left); send: 1611451 26.2 Kp/s (23.7 Kp/s avg); recv: 798 0 p/s (11 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 1:09 2% (1h09m left); send: 1639958 28.5 Kp/s (23.8 Kp/s avg); recv: 798 0 p/s (11 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 1:10 2% (1h09m left); send: 1666877 26.9 Kp/s (23.8 Kp/s avg); recv: 798 0 p/s (11 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 1:11 2% (1h08m left); send: 1691312 24.4 Kp/s (23.8 Kp/s avg); recv: 798 0 p/s (11 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 1:12 2% (1h08m left); send: 1714568 23.2 Kp/s (23.8 Kp/s avg); recv: 798 0 p/s (11 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 1:13 2% (1h09m left); send: 1735379 20.8 Kp/s (23.8 Kp/s avg); recv: 798 0 p/s (10 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 1:14 2% (1h09m left); send: 1756138 20.8 Kp/s (23.7 Kp/s avg); recv: 798 0 p/s (10 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 1:15 2% (1h09m left); send: 1776300 20.2 Kp/s (23.7 Kp/s avg); recv: 798 0 p/s (10 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 1:16 2% (1h09m left); send: 1797321 21.0 Kp/s (23.6 Kp/s avg); recv: 798 0 p/s (10 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 1:17 2% (1h09m left); send: 1818491 21.2 Kp/s (23.6 Kp/s avg); recv: 798 0 p/s (10 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 1:18 2% (1h09m left); send: 1839547 21.1 Kp/s (23.6 Kp/s avg); recv: 798 0 p/s (10 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 1:19 2% (1h09m left); send: 1861138 21.6 Kp/s (23.6 Kp/s avg); recv: 798 0 p/s (10 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 1:20 2% (1h09m left); send: 1882234 21.1 Kp/s (23.5 Kp/s avg); recv: 798 0 p/s (9 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 1:21 2% (1h09m left); send: 1903888 21.6 Kp/s (23.5 Kp/s avg); recv: 798 0 p/s (9 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 1:22 2% (1h09m left); send: 1926611 22.7 Kp/s (23.5 Kp/s avg); recv: 798 0 p/s (9 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 1:23 2% (1h09m left); send: 1950768 24.2 Kp/s (23.5 Kp/s avg); recv: 798 0 p/s (9 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 1:24 2% (1h09m left); send: 1975530 24.8 Kp/s (23.5 Kp/s avg); recv: 798 0 p/s (9 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 1:25 2% (1h09m left); send: 1998558 23.0 Kp/s (23.5 Kp/s avg); recv: 798 0 p/s (9 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 1:26 2% (1h09m left); send: 2018653 20.1 Kp/s (23.5 Kp/s avg); recv: 798 0 p/s (9 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 1:27 2% (1h09m left); send: 2039827 21.2 Kp/s (23.4 Kp/s avg); recv: 798 0 p/s (9 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 1:28 2% (1h09m left); send: 2065857 26.0 Kp/s (23.5 Kp/s avg); recv: 798 0 p/s (9 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 1:29 2% (1h09m left); send: 2086566 20.7 Kp/s (23.4 Kp/s avg); recv: 798 0 p/s (8 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 1:30 2% (1h09m left); send: 2106834 20.3 Kp/s (23.4 Kp/s avg); recv: 798 0 p/s (8 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 1:31 2% (1h09m left); send: 2130544 23.7 Kp/s (23.4 Kp/s avg); recv: 798 0 p/s (8 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 1:32 2% (1h09m left); send: 2153925 23.4 Kp/s (23.4 Kp/s avg); recv: 798 0 p/s (8 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 1:33 2% (1h09m left); send: 2181474 27.5 Kp/s (23.4 Kp/s avg); recv: 798 0 p/s (8 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 1:34 2% (1h09m left); send: 2204449 23.0 Kp/s (23.4 Kp/s avg); recv: 798 0 p/s (8 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 1:35 2% (1h09m left); send: 2232850 28.4 Kp/s (23.5 Kp/s avg); recv: 798 0 p/s (8 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 1:36 2% (1h09m left); send: 2261355 28.5 Kp/s (23.5 Kp/s avg); recv: 798 0 p/s (8 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 1:37 2% (1h09m left); send: 2288744 27.4 Kp/s (23.6 Kp/s avg); recv: 798 0 p/s (8 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
 1:38 2% (1h09m left); send: 2316553 27.8 Kp/s (23.6 Kp/s avg); recv: 798 0 p/s (8 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
 1:39 2% (1h08m left); send: 2343634 27.1 Kp/s (23.7 Kp/s avg); recv: 798 0 p/s (8 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
 1:40 2% (1h08m left); send: 2372467 28.8 Kp/s (23.7 Kp/s avg); recv: 798 0 p/s (7 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
 1:41 2% (1h08m left); send: 2401940 29.5 Kp/s (23.8 Kp/s avg); recv: 798 0 p/s (7 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
 1:42 2% (1h08m left); send: 2431890 29.9 Kp/s (23.8 Kp/s avg); recv: 798 0 p/s (7 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
 1:43 2% (1h08m left); send: 2456214 24.3 Kp/s (23.8 Kp/s avg); recv: 798 0 p/s (7 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
 1:44 2% (1h08m left); send: 2484235 28.0 Kp/s (23.9 Kp/s avg); recv: 798 0 p/s (7 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
 1:45 3% (1h08m left); send: 2506745 22.5 Kp/s (23.9 Kp/s avg); recv: 798 0 p/s (7 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
 1:46 3% (1h08m left); send: 2531564 24.8 Kp/s (23.9 Kp/s avg); recv: 798 0 p/s (7 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
 1:47 3% (1h08m left); send: 2557653 26.1 Kp/s (23.9 Kp/s avg); recv: 798 0 p/s (7 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
 1:48 3% (1h08m left); send: 2583043 25.4 Kp/s (23.9 Kp/s avg); recv: 798 0 p/s (7 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
 1:49 3% (1h07m left); send: 2612687 29.6 Kp/s (24.0 Kp/s avg); recv: 798 0 p/s (7 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
 1:50 3% (1h07m left); send: 2642529 29.8 Kp/s (24.0 Kp/s avg); recv: 798 0 p/s (7 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
 1:51 3% (1h07m left); send: 2670743 28.2 Kp/s (24.1 Kp/s avg); recv: 798 0 p/s (7 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
 1:52 3% (1h07m left); send: 2694601 23.9 Kp/s (24.1 Kp/s avg); recv: 798 0 p/s (7 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
 1:53 3% (1h07m left); send: 2721996 27.4 Kp/s (24.1 Kp/s avg); recv: 798 0 p/s (7 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
 1:54 3% (1h07m left); send: 2747656 25.7 Kp/s (24.1 Kp/s avg); recv: 798 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
 1:55 3% (1h07m left); send: 2773177 25.5 Kp/s (24.1 Kp/s avg); recv: 798 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
 1:56 3% (1h07m left); send: 2799655 26.5 Kp/s (24.1 Kp/s avg); recv: 798 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
 1:57 3% (1h07m left); send: 2829691 30.0 Kp/s (24.2 Kp/s avg); recv: 798 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
 1:58 3% (1h06m left); send: 2860516 30.8 Kp/s (24.2 Kp/s avg); recv: 798 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
 1:59 3% (1h06m left); send: 2890999 30.5 Kp/s (24.3 Kp/s avg); recv: 798 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
 2:00 3% (1h06m left); send: 2921745 30.7 Kp/s (24.3 Kp/s avg); recv: 798 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
 2:01 3% (1h06m left); send: 2951074 29.3 Kp/s (24.4 Kp/s avg); recv: 1077 278 p/s (8 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 2:02 3% (1h06m left); send: 2979436 28.4 Kp/s (24.4 Kp/s avg); recv: 1499 421 p/s (12 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 2:03 3% (1h06m left); send: 3006301 26.9 Kp/s (24.4 Kp/s avg); recv: 1551 51 p/s (12 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 2:04 3% (1h06m left); send: 3036119 29.8 Kp/s (24.5 Kp/s avg); recv: 1551 0 p/s (12 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 2:05 3% (1h06m left); send: 3066564 30.4 Kp/s (24.5 Kp/s avg); recv: 1551 0 p/s (12 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 2:06 3% (1h05m left); send: 3097905 31.3 Kp/s (24.6 Kp/s avg); recv: 1552 0 p/s (12 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 2:07 3% (1h05m left); send: 3129343 31.4 Kp/s (24.6 Kp/s avg); recv: 1552 0 p/s (12 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 2:08 3% (1h05m left); send: 3159810 30.5 Kp/s (24.7 Kp/s avg); recv: 1552 0 p/s (12 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 2:09 3% (1h05m left); send: 3189604 29.8 Kp/s (24.7 Kp/s avg); recv: 1553 0 p/s (12 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 2:10 3% (1h05m left); send: 3219538 29.9 Kp/s (24.8 Kp/s avg); recv: 1553 0 p/s (11 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 2:11 3% (1h05m left); send: 3249498 30.0 Kp/s (24.8 Kp/s avg); recv: 1553 0 p/s (11 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 2:12 3% (1h05m left); send: 3279428 29.9 Kp/s (24.8 Kp/s avg); recv: 1557 3 p/s (11 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 2:13 3% (1h05m left); send: 3301624 22.2 Kp/s (24.8 Kp/s avg); recv: 1566 8 p/s (11 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 2:14 3% (1h05m left); send: 3323875 22.2 Kp/s (24.8 Kp/s avg); recv: 1566 0 p/s (11 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 2:15 3% (1h05m left); send: 3347393 23.5 Kp/s (24.8 Kp/s avg); recv: 1566 0 p/s (11 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 2:16 3% (1h05m left); send: 3373608 26.2 Kp/s (24.8 Kp/s avg); recv: 1566 0 p/s (11 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 2:17 3% (1h05m left); send: 3398197 24.6 Kp/s (24.8 Kp/s avg); recv: 1566 0 p/s (11 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 2:18 3% (1h05m left); send: 3421429 23.2 Kp/s (24.8 Kp/s avg); recv: 1566 0 p/s (11 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 2:19 3% (1h05m left); send: 3444510 23.1 Kp/s (24.8 Kp/s avg); recv: 1566 0 p/s (11 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 2:20 3% (1h05m left); send: 3467955 23.4 Kp/s (24.8 Kp/s avg); recv: 1566 0 p/s (11 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.05%
 2:21 3% (1h05m left); send: 3490694 22.7 Kp/s (24.7 Kp/s avg); recv: 1566 0 p/s (11 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 2:22 4% (1h05m left); send: 3513541 22.8 Kp/s (24.7 Kp/s avg); recv: 1567 0 p/s (11 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 2:23 4% (1h05m left); send: 3537028 23.5 Kp/s (24.7 Kp/s avg); recv: 1569 1 p/s (10 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 2:24 4% (1h05m left); send: 3563565 26.5 Kp/s (24.7 Kp/s avg); recv: 1569 0 p/s (10 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 2:25 4% (1h05m left); send: 3590892 27.3 Kp/s (24.8 Kp/s avg); recv: 1569 0 p/s (10 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 2:26 4% (1h05m left); send: 3616407 25.5 Kp/s (24.8 Kp/s avg); recv: 1569 0 p/s (10 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 2:27 4% (1h05m left); send: 3640703 24.3 Kp/s (24.8 Kp/s avg); recv: 1569 0 p/s (10 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
 2:28 4% (1h04m left); send: 3668022 27.3 Kp/s (24.8 Kp/s avg); recv: 1569 0 p/s (10 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.04%
