Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-1000.0,[TCP:options-sackok::0]-|,1,[-1000]
0.0,"[TCP:options-altchksumopt:]-duplicate-|[TCP:options-sackok:]-fragment{ip:-1:False}(duplicate,)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:options-uto:corrupt},)-|[TCP:options-eol:]-duplicate(drop,)-|[TCP:options-sackok:]-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{ip:44:True:30}(tamper{TCP:options-uto:replace:148},)-|",1,[0]
0.0,"[TCP:flags:PA]-fragment{tcp:28:True}(tamper{TCP:options-sackok:replace:}(tamper{TCP:options-wscale:corrupt},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:seq:corrupt}(duplicate(tamper{TCP:options-mss:corrupt},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-nop:replace:}(tamper{TCP:options-uto:replace:92}(tamper{TCP:flags:replace:FRCN},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(duplicate(duplicate(tamper{TCP:chksum:replace:63866}(fragment{tcp:-1:True},),),),)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:26:True}(fragment{tcp:-1:True},duplicate)-|[TCP:options-eol:]-duplicate(,tamper{TCP:options-uto:corrupt})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:28:True}(fragment{tcp:-1:True}(tamper{TCP:load:corrupt},),)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:seq:replace:3326568091}-|[TCP:options-altchksumopt:]-tamper{TCP:dataofs:replace:8}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:reserved:replace:7}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True:5}(duplicate(duplicate,),)-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{ip:34:False:16}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:flags:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:26:True}(,fragment{tcp:-1:False:12}(,tamper{TCP:options-mss:replace:27826}))-|[TCP:options-eol:]-duplicate(tamper{TCP:options-sack:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:17:True:8}(tamper{TCP:load:replace:kpde4ytmd4},)-|",1,[0]
0.0,"[TCP:options-sackok::0]-duplicate(,tamper{TCP:dport:replace:26098})-|[TCP:options-altchksumopt:]-tamper{TCP:dataofs:replace:1}-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(fragment{tcp:-1:False},)-|[TCP:options-eol:]-duplicate-|[TCP:options-sackok:]-tamper{TCP:sport:replace:4735}-|",1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:49:True}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:36:False:17}(,duplicate(,tamper{TCP:options-wscale:replace:14}))-|[TCP:options-eol:]-|",1,[0]
0.0,"[TCP:load:__HTTP_REQUEST__:4]-duplicate(,tamper{TCP:ack:replace:2110512287})-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-uto:corrupt},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-duplicate-|[TCP:options-eol:]-|[TCP:options-sackok:]-tamper{TCP:flags:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{ip:-1:False:5}(duplicate(duplicate(tamper{TCP:dataofs:replace:14},),),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}-|[TCP:options-eol:]-duplicate(,tamper{TCP:dataofs:replace:3}(tamper{TCP:chksum:replace:53425},))-|[TCP:options-sackok:]-fragment{tcp:-1:True:5}-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:-1:False:46}-|[TCP:options-eol:]-duplicate-|,1,[0]
0.0,"[TCP:options-sack::0]-duplicate(tamper{TCP:reserved:replace:7},)-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(duplicate,)-|",1,[0]
0.0,[TCP:load:up905xfyml]-tamper{TCP:flags:replace:S}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(fragment{ip:-1:True},)-|[TCP:options-eol:]-duplicate(tamper{TCP:ack:replace:3539894451},)-|[TCP:options-sackok:]-fragment{tcp:-1:True}-|",1,[0]
0.0,[TCP:options-altchksumopt:]-duplicate-|[TCP:options-wscale:107]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[0]
0.0,[TCP:options-timestamp:643958705]-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-sackok:replace:},)-|[TCP:chksum:20586:0]-tamper{TCP:window:corrupt}-|",1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:-1:True:5}-|[TCP:options-nop:]-duplicate-|,1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:9:False:12}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-sackok:replace:}-|[TCP:options-eol:]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-sack::0]-duplicate(drop,duplicate)-|[TCP:options-altchksumopt:]-tamper{TCP:options-altchksum:corrupt}-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-md5header:replace:c2b4b15dc5704ccedca930c48eefb4f6}(tamper{TCP:sport:corrupt},)-|",1,[0]
0.0,[TCP:options-eol:]-duplicate-|[TCP:options-sackok:]-duplicate-|[TCP:options-nop:]-tamper{TCP:options-mss:replace:29094}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:chksum:replace:19869}-|[TCP:options-eol::0]-tamper{TCP:options-timestamp:corrupt}-|,1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:2:True}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-altchksumopt:replace:}-|[TCP:options-eol:]-duplicate(drop,)-|[TCP:options-sackok:]-tamper{TCP:flags:corrupt}(tamper{TCP:ack:replace:2143472892},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(drop,)-|[TCP:options-eol:]-duplicate(tamper{TCP:chksum:replace:53425},)-|[TCP:options-sackok:]-fragment{tcp:-1:True}(,fragment{tcp:-1:True})-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(drop,tamper{TCP:options-timestamp:replace:3064186548})-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:59:False:21}(,tamper{TCP:reserved:corrupt})-|",1,[0]
0.0,"[TCP:options-wscale:66:0]-tamper{TCP:flags:replace:S}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:options-nop:corrupt}(fragment{tcp:-1:True:5},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate-|[TCP:sport:34880]-duplicate(tamper{TCP:dport:corrupt},)-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{ip:-1:True:5}-|[TCP:options-sackok:]-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,tamper{TCP:options-sackok:replace:})-|[TCP:options-altchksumopt:]-tamper{TCP:options-md5header:corrupt}-|",1,[0]
0.0,[TCP:options-altchksumopt:]-|[TCP:options-eol:]-|[TCP:options-sackok:]-tamper{TCP:options-mss:replace:60635}-|,1,[0]
0.0,[TCP:options-md5header:ebee7ff5b76fd8684323866e9e8ec76f]-tamper{TCP:options-md5header:replace:06cbdfe697c8de9814172b6fc56e39cd}-|,1,[0]
0.0,"[TCP:options-eol::0]-duplicate(,duplicate(duplicate(fragment{tcp:-1:True},),))-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:dataofs:replace:11}(duplicate,)-|[TCP:options-altchksumopt:]-duplicate(duplicate,tamper{TCP:flags:replace:FSRPN})-|[TCP:options-eol:]-duplicate-|",1,[0]
0.0,"[TCP:options-wscale:47]-|[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(fragment{tcp:-1:True},drop)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-sack:replace:}(duplicate(,duplicate(tamper{TCP:window:corrupt},)),)-|[TCP:reserved:0]-tamper{TCP:sport:corrupt}(tamper{TCP:window:replace:180},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{ip:-1:False}(fragment{tcp:-1:True},drop)-|[TCP:options-wscale:47]-fragment{tcp:-1:True}-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:reserved:replace:1},)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-timestamp:replace:3064186548}-|,1,[0]
0.0,"[TCP:options-eol::0]-fragment{tcp:-1:True:5}(tamper{TCP:options-mss:corrupt},)-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:19:False:1}-|,1,[0]
0.0,"[TCP:options-sack::0]-duplicate(duplicate,)-|[TCP:options-altchksumopt:]-tamper{TCP:chksum:corrupt}-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(tamper{TCP:reserved:replace:7}(fragment{tcp:6:False:3},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:corrupt}-|[TCP:options-eol:]-duplicate(tamper{TCP:urgptr:replace:32832},tamper{TCP:dport:corrupt})-|",1,[0]
0.0,[TCP:options-eol::0]-fragment{tcp:35:True:15}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:50:True:25}(fragment{ip:-1:True:42},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-sack:replace:}(duplicate,)-|[TCP:window:180]-tamper{TCP:options-timestamp:corrupt}(fragment{tcp:7:False:3},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:dataofs:replace:15}-|[TCP:reserved:0]-tamper{TCP:options-mss:replace:13093}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:flags:corrupt}-|[TCP:options-eol:]-duplicate-|[TCP:options-sackok:]-duplicate(,tamper{TCP:options-altchksumopt:replace:})-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,tamper{TCP:reserved:replace:2})-|[TCP:options-altchksumopt:]-drop-|[TCP:options-sackok:]-tamper{TCP:options-mss:replace:5840}-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:seq:corrupt}(tamper{TCP:options-timestamp:corrupt},)-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(,tamper{TCP:options-eol:replace:})-|",1,[0]
0.0,"[TCP:load:]-duplicate(duplicate(,tamper{TCP:chksum:replace:4957}),)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,duplicate(tamper{TCP:reserved:replace:7},))-|[TCP:dataofs:1]-duplicate(,tamper{TCP:seq:corrupt}(drop,))-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:41:True:2}(tamper{TCP:load:corrupt},tamper{TCP:options-altchksum:replace:173})-|",1,[0]
0.0,"[TCP:seq:1115050672]-tamper{TCP:options-eol:replace:}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-altchksum:corrupt}(tamper{TCP:seq:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate-|[TCP:options-eol:]-|[TCP:ack:336095435:2]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:options-timestamp:replace:1626141765},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksum:replace:80}(duplicate(fragment{tcp:-1:True},tamper{TCP:flags:replace:}),)-|",1,[0]
0.0,"[TCP:reserved:0:0]-tamper{TCP:options-sackok:replace:}(fragment{tcp:-1:True},)-|",1,[0]
0.0,[TCP:options-eol:]-|[TCP:options-sackok:]-duplicate-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:flags:replace:SA}(duplicate,)-|[TCP:options-altchksumopt:]-duplicate(drop,tamper{TCP:flags:replace:FSRPN})-|[TCP:options-eol:]-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}-|[TCP:reserved:0]-duplicate(tamper{TCP:options-altchksumopt:replace:},tamper{TCP:options-sackok:corrupt})-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:-1:False:7}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(,fragment{tcp:-1:False}(tamper{TCP:urgptr:corrupt},fragment{tcp:-1:False}))-|",1,[0]
0.0,"[TCP:seq:1115050672]-duplicate(tamper{TCP:reserved:replace:7}(fragment{tcp:45:False},),tamper{TCP:ack:corrupt})-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(,drop)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(drop,)-|[TCP:options-nop:]-duplicate-|",1,[0]
0.0,"[TCP:flags:PA]-tamper{TCP:dport:corrupt}(duplicate(tamper{TCP:options-uto:corrupt},tamper{TCP:options-eol:replace:}),)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-|[TCP:options-eol:]-tamper{TCP:options-timestamp:corrupt}-|,1,[0]
0.0,[TCP:load:ybgw60srts]-tamper{TCP:options-sackok:corrupt}-|,1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:options-sack:corrupt}(fragment{tcp:-1:True:5}(,tamper{TCP:options-mss:corrupt}),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,fragment{tcp:-1:True})-|[TCP:options-eol:]-|[TCP:options-sackok:]-tamper{TCP:options-wscale:corrupt}-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:flags:replace:SUECN},fragment{tcp:-1:True}(duplicate,))-|[TCP:options-eol:]-duplicate(tamper{TCP:flags:replace:A},)-|[TCP:options-sackok:]-tamper{TCP:sport:corrupt}-|",1,[0]
0.0,[TCP:options-altchksumopt:]-|[TCP:options-eol:]-|[TCP:options-sackok:]-tamper{TCP:dataofs:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:seq:corrupt}(tamper{TCP:options-uto:replace:92},)-|[TCP:options-eol:]-duplicate-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(tamper{TCP:options-wscale:corrupt},)-|",1,[0]
0.0,[TCP:options-sack::0]-tamper{TCP:options-eol:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(duplicate(tamper{TCP:chksum:replace:63866},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(duplicate,tamper{TCP:options-wscale:corrupt})-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}-|,1,[0]
0.0,[TCP:options-sack::0]-tamper{TCP:dport:replace:4213}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(fragment{tcp:-1:False}(,fragment{tcp:-1:False}),)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,duplicate(,tamper{TCP:options-sackok:replace:}(tamper{TCP:sport:corrupt},)))-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(fragment{tcp:18:True:9},)-|[TCP:options-altchksumopt:]-tamper{TCP:window:corrupt}-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:ack:replace:2897545372}(duplicate,)-|[TCP:options-uto:35]-tamper{TCP:options-timestamp:corrupt}(fragment{tcp:7:False:3},)-|",1,[0]
0.0,"[TCP:flags:PA]-tamper{TCP:dport:corrupt}(duplicate(tamper{TCP:urgptr:replace:23082},),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-wscale:replace:41},tamper{TCP:sport:corrupt})-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-eol:replace:}-|[TCP:options-nop:]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[0]
0.0,"[TCP:options-sack::0]-duplicate(tamper{TCP:dport:replace:47563}(fragment{tcp:45:False},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:urgptr:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(duplicate,)-|[TCP:options-eol:]-tamper{TCP:load:corrupt}-|[TCP:options-sack:]-drop-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}-|[TCP:options-eol:]-duplicate-|[TCP:options-sackok:]-tamper{TCP:options-sackok:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksum:replace:80}(duplicate(,tamper{TCP:flags:corrupt}),)-|",1,[0]
0.0,"[TCP:options-md5header:ebee7ff5b76fd8684323866e9e8ec76f]-tamper{TCP:ack:corrupt}(duplicate(fragment{tcp:-1:False}(,fragment{tcp:-1:False}),),)-|",1,[0]
0.0,[TCP:options-sack::0]-tamper{TCP:options-sack:replace:}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-eol:replace:}-|[TCP:options-eol:]-tamper{TCP:options-sack:corrupt}-|[TCP:options-nop:]-|,1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:17:True:8}-|[TCP:options-altchksumopt:]-tamper{TCP:dataofs:replace:1}(tamper{TCP:load:replace:__DNS_REQUEST__},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{ip:-1:False:48}-|[TCP:options-eol:]-duplicate(tamper{TCP:dataofs:replace:3}(tamper{TCP:chksum:replace:53425},),)-|[TCP:options-sackok:]-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:load:corrupt}(tamper{TCP:seq:replace:1585814000},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:dataofs:replace:11}-|[TCP:options-altchksumopt:]-duplicate(duplicate(,tamper{TCP:ack:corrupt}),tamper{TCP:flags:replace:FSRPN})-|[TCP:options-eol:]-duplicate(tamper{TCP:options-eol:corrupt},)-|",1,[0]
0.0,"[TCP:options-wscale:47]-tamper{TCP:options-altchksum:corrupt}-|[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(fragment{ip:7:True:3},drop)-|",1,[0]
0.0,"[TCP:load:]-duplicate(duplicate(tamper{TCP:chksum:replace:4957},),)-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:44:False:22}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:flags:corrupt}(tamper{TCP:urgptr:replace:32140},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:flags:replace:SUECN},fragment{tcp:-1:True}(duplicate(drop,),))-|[TCP:options-eol:]-duplicate(tamper{TCP:flags:replace:A},tamper{TCP:dataofs:replace:13})-|[TCP:options-sackok:]-tamper{TCP:sport:corrupt}(tamper{TCP:urgptr:replace:9800},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(fragment{tcp:-1:False},tamper{TCP:options-md5header:replace:50f01b9f6dae5c12179f7866c2cdff6e})-|[TCP:options-eol:]-duplicate(,duplicate(fragment{tcp:-1:True},))-|[TCP:options-sackok:]-tamper{TCP:options-mss:replace:13443}-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False:7}(duplicate,)-|",1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:-1:True:5}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-timestamp:replace:1815454294}(tamper{TCP:urgptr:corrupt},)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:ack:corrupt}-|,1,[0]
0.0,"[TCP:options-eol::0]-duplicate(,duplicate(duplicate(fragment{tcp:-1:True}(,drop),),))-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-uto:corrupt},)-|[TCP:options-altchksumopt::3]-fragment{tcp:-1:False}-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:46:False:5}-|,1,[0]
0.0,[TCP:options-sackok:]-fragment{ip:-1:True:5}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:reserved:replace:6},fragment{ip:22:True:11})-|",1,[0]
0.0,[TCP:options-altchksumopt:]-drop-|[TCP:options-eol:]-tamper{TCP:options-timestamp:corrupt}-|,1,[0]
0.0,[TCP:options-nop:]-drop-|[TCP:options-nop:]-duplicate-|,1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:17:True:8}-|,1,[0]
0.0,"[TCP:options-mss:26214]-duplicate(,duplicate)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-|[TCP:options-eol:]-fragment{tcp:-1:True}-|,1,[0]
0.0,[TCP:options-sackok:]-|[TCP:options-eol:]-tamper{TCP:seq:corrupt}-|,1,[0]
0.0,[TCP:options-wscale:68:2]-tamper{TCP:flags:replace:S}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-sack:replace:}(duplicate(,duplicate(tamper{TCP:window:corrupt},)),)-|[TCP:reserved:0]-duplicate(duplicate,tamper{TCP:options-wscale:corrupt})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:reserved:corrupt}(tamper{TCP:window:replace:180},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-sackok:corrupt}(duplicate(tamper{TCP:options-mss:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-wscale:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:options-nop:corrupt}(fragment{tcp:2:True:1},),)-|",1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:12:False}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False:5}(duplicate,)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:chksum:replace:42459}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-md5header:replace:a3921266344abd717754f08cee7e6c05}-|[TCP:options-altchksumopt:]-tamper{TCP:dataofs:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-uto:replace:168}(duplicate(,tamper{TCP:flags:corrupt}),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-nop:corrupt}-|[TCP:options-eol:]-duplicate-|[TCP:options-sackok:]-duplicate(duplicate,tamper{TCP:options-altchksumopt:replace:})-|",1,[0]
0.0,"[TCP:load:__HTTP_REQUEST__:4]-duplicate(fragment{tcp:-1:False},tamper{TCP:ack:replace:2110512287})-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(duplicate(fragment{tcp:-1:False},),)-|[TCP:options-altchksumopt:]-tamper{TCP:options-nop:corrupt}-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(fragment{tcp:18:True:9},)-|[TCP:options-altchksumopt:]-fragment{tcp:-1:True:5}-|[TCP:options-eol::3]-tamper{TCP:options-altchksum:corrupt}-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-|[TCP:options-eol:]-duplicate(,tamper{TCP:options-eol:replace:}(tamper{TCP:chksum:replace:53425},))-|[TCP:options-sackok:]-tamper{TCP:options-mss:corrupt}-|",1,[0]
0.0,[TCP:options-eol::0]-fragment{tcp:-1:False:15}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:load:replace:kpde4ytmd4}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:26:True}-|[TCP:options-uto:172]-duplicate(tamper{TCP:options-sack:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:load:replace:__HTTP_REQUEST__},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-altchksum:replace:80}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:28:True}(fragment{tcp:13:True:6}(tamper{TCP:load:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(duplicate(tamper{TCP:dataofs:replace:14},),)-|",1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:options-nop:corrupt}(fragment{tcp:-1:False:5},)-|",1,[0]
0.0,"[TCP:load:]-tamper{TCP:chksum:corrupt}(tamper{TCP:dport:corrupt},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:dataofs:replace:4}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksum:replace:80}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:options-sack:replace:}(duplicate,)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksum:replace:80}(duplicate(fragment{ip:-1:False:5},tamper{TCP:flags:replace:}),)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,duplicate(tamper{TCP:reserved:replace:7},duplicate))-|[TCP:urgptr:12364]-duplicate(,tamper{TCP:seq:corrupt}(drop,))-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{ip:-1:False:18}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,drop)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(duplicate(,tamper{TCP:options-wscale:corrupt}),tamper{TCP:options-uto:replace:4})-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksum:replace:80}(duplicate(,tamper{TCP:flags:corrupt}(fragment{tcp:-1:True},)),)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True:5}(duplicate(,duplicate),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-uto:corrupt}-|[TCP:options-eol:]-duplicate(,drop)-|[TCP:options-sackok:]-duplicate-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:sport:replace:7889},duplicate(,tamper{TCP:options-sackok:replace:}(tamper{TCP:sport:corrupt},)))-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dport:corrupt}(duplicate(tamper{TCP:options-uto:corrupt},tamper{TCP:options-eol:replace:}),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:options-uto:corrupt}(tamper{TCP:options-sack:corrupt},),)-|[TCP:options-eol:]-duplicate-|[TCP:options-sackok:]-duplicate-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{ip:-1:True:41}-|[TCP:reserved:0]-duplicate(tamper{TCP:options-altchksumopt:replace:},tamper{TCP:options-nop:corrupt})-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:ack:replace:1080413978}-|[TCP:reserved:0]-|,1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:options-altchksumopt:replace:}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,tamper{TCP:options-eol:corrupt})-|[TCP:options-altchksumopt:]-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(duplicate,)-|[TCP:options-sack:]-drop-|[TCP:options-eol:]-tamper{TCP:load:corrupt}-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:corrupt}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:chksum:replace:1337}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-duplicate-|[TCP:options-sackok:]-duplicate-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:chksum:corrupt}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:urgptr:replace:32832},tamper{TCP:dport:corrupt})-|",1,[0]
