Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
0.0,"[TCP:options-sack:]-fragment{tcp:52:True:9}(tamper{TCP:options-nop:corrupt},tamper{TCP:options-altchksum:corrupt})-|",1,['0']
0.0,[TCP:options-eol:]-tamper{TCP:options-mss:corrupt}-|,1,['0']
0.0,"[TCP:options-sack::0]-tamper{TCP:options-mss:corrupt}(fragment{tcp:33:False:31},)-|",1,['0']
0.0,"[TCP:options-eol:]-tamper{TCP:reserved:corrupt}(tamper{TCP:chksum:corrupt},)-|",1,['0']
0.0,"[TCP:options-sackok::0]-|[TCP:options-sackok:]-duplicate(,duplicate)-|",1,['0']
0.0,"[TCP:options-eol:]-fragment{tcp:-1:False}(duplicate,)-|",1,['0']
0.0,"[TCP:options-eol:]-tamper{TCP:sport:corrupt}(fragment{tcp:-1:True},)-|",1,['0']
0.0,"[TCP:options-sack::0]-tamper{TCP:flags:corrupt}(fragment{tcp:-1:True},)-|",1,['0']
0.0,"[TCP:options-eol:]-duplicate(duplicate(tamper{TCP:options-mss:corrupt},duplicate),)-|[TCP:options-sack::0]-tamper{TCP:options-nop:corrupt}-|",1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:options-sack:replace:}(tamper{TCP:flags:corrupt},)-|",1,['0']
0.0,[TCP:options-nop::0]-fragment{ip:-1:False}-|[TCP:options-eol:]-duplicate-|,1,['0']
0.0,"[TCP:options-sack:]-duplicate(,fragment{tcp:-1:True}(,tamper{TCP:options-altchksumopt:corrupt}))-|",1,['0']
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:options-sack:replace:},)-|",1,['0']
0.0,[TCP:load:]-duplicate-|[TCP:options-sack:]-duplicate-|,1,['0']
0.0,"[TCP:options-eol::0]-fragment{tcp:30:True:15}(tamper{TCP:options-altchksumopt:replace:},tamper{TCP:options-mss:replace:36054}(tamper{TCP:options-uto:replace:176},))-|",1,['0']
0.0,"[TCP:options-eol::0]-tamper{TCP:dataofs:corrupt}(duplicate,)-|",1,['0']
0.0,[TCP:options-timestamp:190461547]-tamper{TCP:seq:corrupt}-|,1,['0']
0.0,[TCP:options-sack::0]-tamper{TCP:options-uto:corrupt}-|,1,['0']
0.0,[TCP:load:]-tamper{TCP:options-md5header:corrupt}-|[TCP:options-sack:]-tamper{TCP:sport:corrupt}-|,1,['0']
0.0,[TCP:options-sack:]-tamper{TCP:chksum:replace:38861}-|,1,['0']
0.0,"[TCP:options-eol:]-duplicate(,tamper{TCP:options-altchksumopt:corrupt})-|",1,['0']
0.0,[TCP:options-sackok::0]-fragment{tcp:15:False}-|,1,['0']
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False:29}(,duplicate(tamper{TCP:options-wscale:replace:75},))-|",1,['0']
0.0,[TCP:reserved:1:2]-duplicate-|,1,['0']
0.0,[TCP:options-sackok::0]-tamper{TCP:flags:corrupt}-|,1,['0']
0.0,"[TCP:options-sack::0]-tamper{TCP:options-mss:corrupt}(tamper{TCP:urgptr:replace:13268},)-|",1,['0']
0.0,"[TCP:options-eol::0]-fragment{tcp:-1:False}(,tamper{TCP:flags:corrupt})-|",1,['0']
0.0,[TCP:options-eol:]-fragment{tcp:-1:False:36}-|,1,['0']
0.0,"[TCP:options-eol:]-duplicate(,tamper{TCP:ack:replace:236141065})-|",1,['0']
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-sackok:corrupt},)-|",1,['0']
0.0,"[TCP:options-eol::0]-duplicate(,tamper{TCP:options-altchksumopt:replace:})-|",1,['0']
0.0,"[TCP:flags:S:0]-tamper{TCP:options-mss:corrupt}(tamper{TCP:dataofs:corrupt}(tamper{TCP:options-sackok:replace:},),)-|",1,['0']
0.0,"[TCP:flags:S:0]-tamper{TCP:options-eol:corrupt}(duplicate,)-|",1,['0']
0.0,"[TCP:options-nop:]-tamper{TCP:options-timestamp:corrupt}(duplicate,)-|",1,['0']
0.0,"[TCP:options-eol:]-fragment{ip:-1:True}(fragment{tcp:-1:False},)-|",1,['0']
0.0,[TCP:options-eol:]-duplicate-|[TCP:options-nop::0]-fragment{ip:-1:False}-|,1,['0']
0.0,"[TCP:options-eol::0]-tamper{TCP:dataofs:corrupt}(duplicate(tamper{TCP:urgptr:corrupt},drop),)-|",1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:window:replace:60}(duplicate,)-|",1,['0']
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True:9}(tamper{TCP:options-nop:corrupt},tamper{TCP:options-altchksum:corrupt})-|",1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:replace:19555}(tamper{TCP:options-timestamp:corrupt},)-|",1,['0']
0.0,"[TCP:options-eol:]-fragment{tcp:-1:False}(fragment{tcp:-1:False},)-|",1,['0']
0.0,[TCP:options-sackok:]-tamper{TCP:reserved:replace:1}-|,1,['0']
0.0,[TCP:load:]-|[TCP:options-sack:]-tamper{TCP:options-uto:corrupt}-|,1,['0']
0.0,"[TCP:options-sackok:]-tamper{TCP:options-md5header:replace:4a16f061b40ab511809a57bee76cde5c}(duplicate,)-|",1,['0']
0.0,[TCP:options-nop:]-tamper{TCP:window:corrupt}-|[TCP:options-eol:]-tamper{TCP:options-sack:corrupt}-|,1,['0']
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(,tamper{TCP:seq:replace:15774760})-|",1,['0']
0.0,[TCP:options-eol:]-fragment{tcp:-1:False}-|[TCP:flags:PA]-fragment{tcp:-1:False}-|,1,['0']
0.0,[TCP:options-altchksum:194]-fragment{ip:-1:False}-|,1,['0']
0.0,[TCP:options-sack:]-tamper{TCP:seq:replace:3094615315}-|,1,['0']
0.0,"[TCP:options-nop:]-duplicate(,tamper{TCP:options-sackok:replace:})-|",1,['0']
0.0,"[TCP:options-eol::0]-fragment{tcp:-1:False:2}(tamper{TCP:options-md5header:corrupt},)-|",1,['0']
0.0,[TCP:options-eol::0]-tamper{TCP:reserved:replace:5}-|[TCP:options-sackok:]-duplicate-|,1,['0']
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:sport:replace:65057}(tamper{TCP:options-eol:corrupt},),)-|",1,['0']
0.0,[TCP:options-sackok:]-tamper{TCP:options-eol:replace:}-|,1,['0']
0.0,[TCP:options-eol:]-fragment{ip:-1:True:31}-|,1,['0']
0.0,"[TCP:options-sackok::0]-duplicate(tamper{TCP:options-eol:replace:},)-|",1,['0']
0.0,"[TCP:flags:S:0]-tamper{TCP:options-mss:corrupt}(duplicate(tamper{TCP:options-sack:corrupt},),)-|",1,['0']
0.0,"[TCP:options-sack:]-fragment{tcp:52:True:9}(,tamper{TCP:options-altchksum:corrupt})-|",1,['0']
0.0,"[TCP:options-sackok::0]-tamper{TCP:ack:corrupt}(tamper{TCP:options-altchksum:replace:146},)-|",1,['0']
0.0,"[TCP:options-sack::0]-tamper{TCP:options-mss:corrupt}(fragment{tcp:54:True:15}(fragment{tcp:-1:True}(,tamper{TCP:options-eol:corrupt}),),)-|",1,['0']
0.0,"[TCP:options-sackok:]-duplicate(duplicate,)-|",1,['0']
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-altchksumopt:replace:},)-|[TCP:options-eol:]-duplicate-|",1,['0']
0.0,"[TCP:options-eol::0]-fragment{tcp:30:True:15}(tamper{TCP:options-mss:replace:9313},tamper{TCP:options-mss:replace:36054})-|",1,['0']
0.0,[TCP:options-altchksumopt:]-fragment{tcp:43:True:5}-|,1,['0']
0.0,[TCP:options-eol::0]-fragment{tcp:-1:True:5}-|,1,['0']
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-sackok:replace:},)-|",1,['0']
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-uto:corrupt},duplicate)-|",1,['0']
0.0,"[TCP:options-nop:]-fragment{tcp:-1:False}(drop,duplicate)-|",1,['0']
0.0,[TCP:options-sackok:]-tamper{TCP:options-wscale:replace:91}-|,1,['0']
0.0,[TCP:options-eol::0]-tamper{TCP:options-altchksumopt:replace:}-|,1,['0']
0.0,"[TCP:options-sackok:]-tamper{TCP:options-mss:corrupt}(tamper{TCP:sport:replace:14589},)-|",1,['0']
0.0,"[TCP:options-sackok:]-fragment{tcp:43:False:21}(tamper{TCP:options-wscale:replace:91},)-|",1,['0']
0.0,"[TCP:flags:A]-duplicate(duplicate(duplicate,),)-|",1,['0']
0.0,"[TCP:options-sack:]-fragment{ip:-1:True:5}(,fragment{tcp:-1:False})-|",1,['0']
0.0,"[TCP:options-eol::0]-duplicate(drop,)-|",1,['0']
0.0,"[TCP:options-eol::0]-tamper{TCP:options-uto:corrupt}(duplicate(,drop),)-|",1,['0']
0.0,"[TCP:options-nop:]-fragment{ip:-1:False}(tamper{TCP:options-mss:corrupt},)-|",1,['0']
0.0,[TCP:options-uto:176]-tamper{TCP:dataofs:replace:15}-|,1,['0']
0.0,"[TCP:options-eol:]-duplicate(duplicate(tamper{TCP:options-mss:corrupt}(tamper{TCP:sport:corrupt},),tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:False:49},)),)-|",1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:options-sackok:corrupt}(tamper{TCP:options-nop:corrupt},)-|",1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:load:replace:__HTTP_REQUEST__}(tamper{TCP:options-timestamp:corrupt},)-|",1,['0']
0.0,"[TCP:options-sack::0]-tamper{TCP:options-altchksumopt:corrupt}(fragment{ip:-1:True},)-|",1,['0']
0.0,"[TCP:options-sackok:]-fragment{tcp:36:True}(tamper{TCP:options-wscale:replace:91},)-|",1,['0']
0.0,[TCP:options-sackok:]-fragment{tcp:13:False:41}-|,1,['0']
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(tamper{TCP:options-sackok:replace:},)-|",1,['0']
0.0,"[TCP:flags:S:0]-tamper{TCP:options-mss:corrupt}(duplicate,)-|[TCP:options-eol::1]-fragment{tcp:-1:True}-|",1,['0']
0.0,[TCP:options-altchksum:194]-fragment{tcp:2:True:1}-|,1,['0']
0.0,[TCP:options-sackok::0]-tamper{TCP:flags:corrupt}-|[TCP:ack:40359362:4]-tamper{TCP:options-timestamp:corrupt}-|,1,['0']
0.0,[TCP:options-sackok:]-tamper{TCP:reserved:corrupt}-|,1,['0']
0.0,"[TCP:options-sack:]-fragment{tcp:52:True:9}(tamper{TCP:urgptr:replace:10206},tamper{TCP:options-altchksum:corrupt})-|",1,['0']
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True:5}(tamper{TCP:dport:replace:49536},)-|",1,['0']
0.0,[TCP:options-nop::0]-duplicate-|,1,['0']
0.0,"[TCP:options-nop::0]-fragment{tcp:-1:True:5}(duplicate,)-|",1,['0']
0.0,"[TCP:options-sackok::0]-fragment{tcp:-1:True}(fragment{tcp:-1:False},tamper{TCP:chksum:replace:14333})-|",1,['0']
0.0,[TCP:options-altchksum:92]-drop-|,1,['0']
0.0,"[TCP:options-sack::0]-tamper{TCP:options-mss:corrupt}(fragment{ip:-1:True}(tamper{TCP:options-mss:corrupt},tamper{TCP:options-mss:replace:39888}),)-|",1,['0']
0.0,[TCP:options-eol::0]-duplicate-|[TCP:options-sackok:]-duplicate-|,1,['0']
0.0,[TCP:options-sack:]-tamper{TCP:options-md5header:replace:205386e34b85b99edd6a2e838ee75262}-|,1,['0']
0.0,"[TCP:options-eol:]-tamper{TCP:reserved:corrupt}(tamper{TCP:chksum:corrupt},)-|[TCP:options-sack:]-duplicate-|",1,['0']
0.0,[TCP:load:]-|,1,['0']
0.0,"[TCP:options-sackok::0]-tamper{TCP:dport:corrupt}(tamper{TCP:reserved:corrupt},)-|",1,['0']
0.0,"[TCP:options-sackok::0]-tamper{TCP:options-mss:corrupt}(tamper{TCP:options-wscale:replace:219},)-|",1,['0']
0.0,[TCP:options-eol:]-tamper{TCP:load:corrupt}-|,1,['0']
0.0,[TCP:options-eol:]-tamper{TCP:chksum:corrupt}-|,1,['0']
0.0,"[TCP:options-sack:]-fragment{ip:-1:False}(tamper{TCP:load:replace:nwpj8ms83g},)-|",1,['0']
0.0,[TCP:options-eol::0]-fragment{ip:-1:True:5}-|,1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:options-eol:corrupt}(fragment{tcp:21:False}(,tamper{TCP:sport:replace:45913}),),)-|",1,['0']
0.0,[TCP:options-sackok::0]-tamper{TCP:chksum:replace:55376}-|,1,['0']
0.0,"[TCP:options-nop:]-tamper{TCP:options-mss:corrupt}(duplicate,)-|",1,['0']
0.0,"[TCP:options-altchksum:194]-fragment{tcp:-1:False}(,tamper{TCP:reserved:corrupt})-|",1,['0']
0.0,"[TCP:options-sackok:]-tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:True},)-|",1,['0']
0.0,[TCP:options-eol:]-fragment{tcp:13:False}-|,1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:dataofs:corrupt}(duplicate(,duplicate),)-|",1,['0']
0.0,"[TCP:options-altchksumopt:]-duplicate(,drop)-|",1,['0']
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-altchksum:replace:213},)-|",1,['0']
0.0,[TCP:options-eol::0]-fragment{tcp:-1:True:38}-|,1,['0']
0.0,[TCP:options-sackok:]-fragment{tcp:58:False}-|[TCP:options-eol:]-duplicate-|,1,['0']
0.0,"[TCP:options-sack::0]-tamper{TCP:dport:corrupt}(tamper{TCP:flags:replace:SPN},)-|",1,['0']
0.0,"[TCP:options-eol:]-duplicate(fragment{tcp:-1:False:18},)-|",1,['0']
0.0,"[TCP:options-sackok::0]-fragment{tcp:-1:True}(duplicate,)-|",1,['0']
0.0,"[TCP:options-sack::0]-tamper{TCP:options-mss:corrupt}(tamper{TCP:options-eol:replace:},)-|",1,['0']
0.0,"[TCP:options-eol:]-duplicate(duplicate(tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:True},),tamper{TCP:options-mss:corrupt}(tamper{TCP:sport:corrupt},)),)-|",1,['0']
0.0,"[TCP:options-eol::0]-fragment{tcp:30:True:15}(tamper{TCP:options-altchksumopt:replace:},tamper{TCP:options-uto:replace:48})-|",1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:options-sack:replace:}(fragment{tcp:-1:False}(,duplicate),)-|",1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:load:replace:__HTTP_REQUEST__}(tamper{TCP:dport:corrupt},)-|",1,['0']
0.0,"[TCP:options-sackok::0]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:options-timestamp:corrupt},)-|",1,['0']
0.0,"[TCP:options-eol:]-fragment{tcp:13:False}(,tamper{TCP:chksum:replace:19937})-|",1,['0']
0.0,"[TCP:dport:4985:3]-fragment{tcp:-1:True:5}(duplicate,)-|",1,['0']
0.0,"[TCP:options-eol::0]-tamper{TCP:dataofs:corrupt}(duplicate(tamper{TCP:urgptr:corrupt}(tamper{TCP:dataofs:replace:12},),drop),)-|",1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:window:replace:60}(tamper{TCP:options-wscale:corrupt},)-|",1,['0']
0.0,"[TCP:options-eol::0]-tamper{TCP:flags:corrupt}(tamper{TCP:options-eol:corrupt},)-|",1,['0']
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:sport:replace:65057}(duplicate(fragment{tcp:-1:True},),),)-|",1,['0']
0.0,[TCP:options-sackok::0]-tamper{TCP:window:corrupt}-|[TCP:ack:40359362:4]-|,1,['0']
0.0,"[TCP:flags:A]-duplicate(duplicate,)-|[TCP:options-altchksumopt:]-tamper{TCP:options-uto:corrupt}-|",1,['0']
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-altchksumopt:replace:},)-|",1,['0']
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}(tamper{TCP:chksum:corrupt},)-|",1,['0']
0.0,[TCP:options-altchksum:194]-fragment{tcp:7:False:3}-|,1,['0']
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:15:False:5}(tamper{TCP:dport:replace:49536},)-|",1,['0']
0.0,"[TCP:options-eol:]-duplicate(,fragment{tcp:-1:False:18})-|",1,['0']
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-mss:replace:43942},)-|",1,['0']
0.0,[TCP:options-altchksum:194]-fragment{tcp:-1:True:1}-|,1,['0']
0.0,[TCP:options-eol::0]-tamper{TCP:options-eol:replace:}-|,1,['0']
0.0,"[TCP:options-nop:]-fragment{tcp:-1:False}(drop,duplicate(duplicate,))-|",1,['0']
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-altchksum:replace:46},)-|",1,['0']
0.0,"[TCP:options-nop::0]-fragment{tcp:-1:True:5}(fragment{tcp:-1:True},)-|",1,['0']
0.0,"[TCP:options-uto:176]-fragment{tcp:-1:False}(,tamper{TCP:options-sack:corrupt})-|",1,['0']
0.0,"[TCP:options-altchksum:194]-tamper{TCP:dataofs:replace:15}(tamper{TCP:ack:replace:3159145175},)-|",1,['0']
0.0,"[TCP:options-eol::0]-duplicate(tamper{TCP:urgptr:replace:25116},)-|",1,['0']
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(tamper{TCP:window:replace:60},duplicate)-|",1,['0']
0.0,[TCP:options-sackok::0]-tamper{TCP:dataofs:replace:4}-|,1,['0']
0.0,[TCP:options-nop::0]-fragment{tcp:-1:False:1}-|,1,['0']
0.0,"[TCP:options-altchksum:194]-fragment{tcp:-1:False}(fragment{tcp:-1:False},tamper{TCP:reserved:corrupt})-|",1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:options-altchksum:replace:69},)-|",1,['0']
0.0,"[TCP:options-sack::0]-tamper{TCP:options-mss:replace:42319}(fragment{tcp:54:True:15}(fragment{tcp:-1:True}(,tamper{TCP:options-eol:corrupt}),),)-|",1,['0']
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:urgptr:replace:381},)-|",1,['0']
0.0,[TCP:options-sackok::0]-tamper{TCP:load:replace:}-|,1,['0']
0.0,[TCP:load:]-duplicate-|[TCP:options-sack:]-|,1,['0']
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:ack:corrupt},)-|",1,['0']
0.0,[TCP:options-eol:]-duplicate-|[TCP:options-nop::0]-fragment{tcp:-1:False}-|,1,['0']
0.0,"[TCP:options-sack:]-fragment{ip:-1:False}(tamper{TCP:load:replace:nwpj8ms83g}(tamper{TCP:options-md5header:corrupt},),)-|",1,['0']
0.0,"[TCP:options-uto:87]-tamper{TCP:options-timestamp:corrupt}(duplicate,)-|",1,['0']
0.0,"[TCP:options-sackok::0]-fragment{tcp:50:False}(fragment{tcp:-1:False},tamper{TCP:chksum:replace:14333})-|",1,['0']
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(tamper{TCP:options-wscale:replace:9},)-|",1,['0']
0.0,[TCP:load:]-tamper{TCP:options-uto:corrupt}-|[TCP:options-sack:]-|,1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:options-altchksum:replace:185}(duplicate,)-|",1,['0']
0.0,"[TCP:options-eol:]-tamper{TCP:reserved:corrupt}(duplicate,)-|",1,['0']
0.0,[TCP:options-eol::0]-tamper{TCP:options-timestamp:replace:4263879479}-|,1,['0']
0.0,[TCP:options-sack:]-tamper{TCP:load:replace:nwpj8ms83g}-|,1,['0']
0.0,[TCP:options-eol:]-fragment{tcp:42:False:21}-|,1,['0']
0.0,[TCP:flags:A]-tamper{TCP:window:replace:80}-|,1,['0']
0.0,[TCP:options-eol:]-tamper{TCP:options-wscale:replace:219}-|,1,['0']
0.0,[TCP:options-sack:]-fragment{tcp:36:False:5}-|,1,['0']
0.0,"[TCP:options-sackok:]-tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:True}(,fragment{tcp:-1:True}),)-|",1,['0']
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-altchksumopt:corrupt},)-|",1,['0']
0.0,[TCP:options-sackok:]-fragment{tcp:4:True:25}-|,1,['0']
0.0,[TCP:options-sackok::0]-tamper{TCP:dport:corrupt}-|,1,['0']
0.0,"[TCP:load:]-tamper{TCP:load:corrupt}-|[TCP:options-sack:]-tamper{TCP:sport:corrupt}(tamper{TCP:window:corrupt},)-|",1,['0']
0.0,"[TCP:options-eol::0]-duplicate(,tamper{TCP:seq:corrupt})-|",1,['0']
0.0,"[TCP:flags:S:0]-tamper{TCP:options-mss:corrupt}(tamper{TCP:dataofs:corrupt}(tamper{TCP:options-sackok:replace:}(drop,),),)-|",1,['0']
0.0,"[TCP:options-sack::0]-tamper{TCP:chksum:corrupt}(tamper{TCP:urgptr:replace:13268},)-|",1,['0']
0.0,[TCP:load:]-tamper{TCP:options-md5header:corrupt}-|[TCP:options-sack:]-tamper{TCP:sport:corrupt}-|[TCP:load::0]-fragment{tcp:-1:True}-|,1,['0']
0.0,"[TCP:options-sackok:]-fragment{tcp:57:False:29}(,duplicate)-|",1,['0']
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(tamper{TCP:options-eol:corrupt},fragment{tcp:-1:False})-|",1,['0']
0.0,"[TCP:options-sack::0]-tamper{TCP:options-mss:corrupt}(duplicate(,tamper{TCP:options-sackok:replace:}),)-|",1,['0']
0.0,"[TCP:options-sackok:]-tamper{TCP:load:replace:__DNS_REQUEST__}(duplicate(tamper{TCP:options-wscale:replace:102},),)-|",1,['0']
0.0,"[TCP:options-sackok:]-tamper{TCP:options-eol:corrupt}(duplicate(duplicate(fragment{tcp:-1:True},),),)-|",1,['0']
0.0,"[TCP:options-sackok:]-fragment{tcp:36:True}(tamper{TCP:options-timestamp:replace:481310806},)-|",1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:dataofs:corrupt}(duplicate(,duplicate(duplicate,)),)-|",1,['0']
0.0,"[TCP:options-eol:]-fragment{ip:-1:True:31}(tamper{TCP:sport:replace:37438},)-|",1,['0']
0.0,[TCP:options-eol::0]-tamper{TCP:sport:corrupt}-|[TCP:options-nop:]-tamper{TCP:reserved:replace:0}-|,1,['0']
0.0,"[TCP:flags:S:0]-tamper{TCP:options-mss:corrupt}(drop,)-|",1,['0']
0.0,"[TCP:flags:A]-tamper{TCP:dataofs:corrupt}(tamper{TCP:options-sackok:replace:}(duplicate,),)-|",1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:options-altchksumopt:replace:}(duplicate,)-|",1,['0']
0.0,[TCP:options-sackok:]-fragment{tcp:55:False:27}-|,1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:replace:19555}(tamper{TCP:options-timestamp:corrupt},)-|[TCP:flags:A]-tamper{TCP:options-md5header:corrupt}-|",1,['0']
0.0,"[TCP:options-eol:]-duplicate(duplicate(tamper{TCP:options-mss:corrupt}(tamper{TCP:sport:corrupt},),tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:False:49},)),drop)-|",1,['0']
0.0,"[TCP:options-eol:]-fragment{tcp:38:False}(,tamper{TCP:seq:replace:15774760})-|",1,['0']
0.0,[TCP:options-eol::0]-tamper{TCP:dport:corrupt}-|,1,['0']
0.0,"[TCP:options-sack::0]-tamper{TCP:options-mss:corrupt}(fragment{ip:-1:True}(tamper{TCP:options-mss:corrupt},tamper{TCP:options-mss:corrupt}),)-|",1,['0']
0.0,"[TCP:options-eol:]-duplicate(,tamper{TCP:options-nop:corrupt})-|",1,['0']
0.0,[TCP:options-sack::0]-fragment{tcp:15:True:7}-|,1,['0']
0.0,[TCP:options-eol::0]-tamper{TCP:chksum:corrupt}-|,1,['0']
0.0,"[TCP:options-sack:]-fragment{ip:-1:False}(tamper{TCP:dataofs:replace:11},)-|",1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:flags:replace:FA}(duplicate,)-|",1,['0']
0.0,"[TCP:options-eol::0]-fragment{tcp:-1:False}(,tamper{TCP:options-nop:corrupt})-|",1,['0']
0.0,"[TCP:options-altchksum:194]-fragment{tcp:-1:False}(,tamper{TCP:reserved:corrupt}(duplicate,))-|",1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(tamper{TCP:options-timestamp:corrupt},)-|",1,['0']
0.0,[TCP:options-sackok::0]-fragment{tcp:44:False:22}-|,1,['0']
0.0,"[TCP:options-eol:]-duplicate(fragment{tcp:-1:False:18},fragment{tcp:-1:False})-|",1,['0']
0.0,"[TCP:options-sackok:]-fragment{tcp:11:False}(duplicate,)-|",1,['0']
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(duplicate,tamper{TCP:options-timestamp:corrupt})-|",1,['0']
0.0,[TCP:options-uto:176]-tamper{TCP:window:replace:40}-|,1,['0']
0.0,"[TCP:options-sack:]-fragment{tcp:26:False:9}(tamper{TCP:options-nop:corrupt},)-|",1,['0']
0.0,[TCP:options-sack::0]-fragment{tcp:-1:True:21}-|,1,['0']
0.0,"[TCP:options-eol:]-duplicate(duplicate(duplicate(duplicate,),),tamper{TCP:options-sackok:corrupt})-|",1,['0']
0.0,"[TCP:options-sack::0]-tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:True}(duplicate,tamper{TCP:options-sack:replace:}),)-|",1,['0']
0.0,"[TCP:sport:39910:0]-tamper{TCP:urgptr:replace:19555}(tamper{TCP:options-timestamp:corrupt},)-|",1,['0']
0.0,[TCP:options-eol::0]-tamper{TCP:ack:replace:3956989196}-|,1,['0']
0.0,[TCP:options-sackok:]-tamper{TCP:options-wscale:corrupt}-|,1,['0']
0.0,"[TCP:options-sack::0]-tamper{TCP:options-mss:corrupt}(tamper{TCP:seq:replace:3851558144},)-|",1,['0']
0.0,[TCP:options-sack:]-tamper{TCP:urgptr:replace:10206}-|,1,['0']
0.0,"[TCP:flags:S:0]-tamper{TCP:options-mss:corrupt}(duplicate,)-|[TCP:options-eol::0]-fragment{tcp:-1:True}(tamper{TCP:options-timestamp:replace:2308723381},)-|",1,['0']
0.0,"[TCP:flags:A]-duplicate(duplicate(,duplicate),)-|",1,['0']
0.0,[TCP:options-sack::0]-fragment{ip:-1:True}-|,1,['0']
0.0,[TCP:options-sackok:]-fragment{ip:-1:True:24}-|,1,['0']
0.0,[TCP:options-sack:]-tamper{TCP:options-altchksum:replace:39}-|,1,['0']
0.0,"[TCP:options-eol::0]-fragment{tcp:30:True:15}(tamper{TCP:urgptr:replace:27532},tamper{TCP:options-mss:replace:36054})-|",1,['0']
0.0,[TCP:options-wscale:8]-duplicate-|,1,['0']
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-sackok:replace:},)-|[TCP:options-nop:]-drop-|",1,['0']
0.0,[TCP:options-altchksumopt:]-fragment{tcp:-1:False:5}-|[TCP:options-altchksumopt:]-fragment{tcp:-1:False}-|,1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:options-eol:corrupt}(fragment{tcp:21:False}(,tamper{TCP:options-nop:replace:}),),)-|",1,['0']
0.0,[TCP:options-altchksumopt:]-tamper{TCP:chksum:replace:20379}-|,1,['0']
0.0,"[TCP:chksum:42151]-duplicate(,fragment{tcp:43:True:5})-|",1,['0']
0.0,[TCP:options-sack::0]-tamper{TCP:dataofs:corrupt}-|,1,['0']
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False:29}(,duplicate(tamper{TCP:options-wscale:replace:75}(duplicate,),))-|",1,['0']
0.0,[TCP:options-uto:176]-fragment{tcp:-1:True}-|,1,['0']
0.0,[TCP:options-timestamp:190461547]-tamper{TCP:dport:corrupt}-|,1,['0']
0.0,[TCP:options-eol:]-fragment{tcp:-1:False:18}-|,1,['0']
